customer,product,year,price
X10,C,2009,1137.22
X10,H,2009,2695
X10,H,2009,2695
X10,H,2009,2695
X02,C,2009,3232.62
X02,C,2009,2970
X02,C,2009,2954.93
X02,C,2009,3320
X02,C,2009,2399
X02,H,2009,2120
X02,C,2009,2725
X02,C,2009,2390
X02,C,2009,2200
X02,C,2009,2000
X02,C,2009,2218
X02,C,2009,1945
X02,C,2009,2370
X02,H,2009,1730
X10,E,2009,2750
X19,H,2009,2335
X19,H,2009,1850
X02,C,2009,1520
X02,C,2009,1430
X02,H,2009,2315
X02,H,2009,2120
X02,C,2009,2070
X02,C,2009,1450
X02,C,2009,1380
X02,H,2009,1979
X02,C,2009,2040
X02,C,2009,1920
X02,H,2009,2000
X02,H,2009,1950
X02,C,2009,2270
X02,H,2009,2300
X02,C,2009,1871
X02,C,2009,2030
X02,C,2009,2010
X02,C,2009,1240
X02,C,2009,1400
X02,C,2009,1349
X02,C,2009,1505
X02,C,2009,1365
X02,C,2009,1435
X02,C,2009,1335
X02,C,2009,1230
X02,D,2009,1339
X02,D,2009,1330
X02,C,2009,2500
X02,H,2009,2547.5
X02,C,2009,2365
X02,H,2009,2615
X02,H,2009,3130
X02,H,2009,1985
X02,H,2009,2110
X02,C,2009,2200
X02,C,2009,2030
X02,C,2009,2795
X02,C,2009,2100
X02,H,2009,2195
X02,H,2009,1910
X02,C,2009,1780
X02,C,2009,2130
X02,C,2009,1440
X02,C,2009,1400
X02,C,2009,2932
X02,H,2009,1900
X02,C,2009,1900
X02,H,2009,1735
X02,H,2009,1700
X04,C,2009,1080
X04,C,2009,1670
X04,C,2009,1000
X04,D,2009,1985
X04,H,2009,1595
X04,C,2009,1270
X04,E,2009,1250
X04,C,2009,3200
X04,D,2009,1455
X04,C,2009,1180
X04,C,2009,850
X04,C,2009,1200
X04,A,2009,980
X04,C,2009,999
X04,C,2009,820
X04,C,2009,1199
X04,C,2009,1035
X04,C,2009,1120
X04,A,2009,1100
X04,A,2009,1220
X04,A,2009,1170
X18,A,2009,1600
X18,A,2009,1594.34
X18,C,2009,600
X18,A,2009,1395
X18,F,2009,1970
X18,H,2009,1050
X18,A,2009,1350
X13,C,2009,1475
X18,A,2009,1374.5
X18,H,2009,1550
X13,A,2009,1770
X18,A,2009,1450
X13,H,2009,1370
X13,H,2009,2340
X13,A,2009,2050
X13,H,2009,1775
X13,A,2009,1600
X13,C,2009,1550
X13,C,2009,1635
X13,A,2009,1549
X13,G,2009,2050
X13,C,2009,1448
X13,H,2009,1745
X13,C,2009,1930
X13,A,2009,1580
X13,C,2009,1585
X13,C,2009,2240
X25,H,2009,1150
X25,H,2009,1370
X25,H,2009,1210
X25,H,2009,1240
X13,E,2009,2080
X13,C,2009,3150
X13,C,2009,2220
X14,H,2009,1470
X14,H,2009,1230
X14,H,2009,780
X14,A,2009,850
X14,C,2009,750
X13,C,2009,2300
X14,C,2009,576.25
X11,H,2009,2510
X11,A,2009,2396.86
X11,C,2009,2400
X11,H,2009,2150
X11,D,2009,1564.5
X11,D,2009,1730
X11,A,2009,1260
X11,E,2009,1730
X11,C,2009,1520
X15,E,2009,1375
X15,C,2009,3750
X15,C,2009,3155
X15,H,2009,2245
X15,C,2009,4100
X15,C,2009,3165
X15,C,2009,2010
X15,C,2009,1750
X15,H,2009,2040
X15,E,2009,2135
X15,C,2009,2200
X15,H,2009,1700
X15,C,2009,3150
X15,C,2009,4250
X11,C,2009,1395
X11,C,2009,1150
X11,C,2009,1620
X11,C,2009,1650
X20,E,2009,910
X11,C,2009,1300
X20,D,2009,860
X11,C,2009,1600
X20,D,2009,800
X20,H,2009,970
X20,H,2009,880
X11,D,2009,1319
X11,E,2009,1312.5
X11,D,2009,1655
X11,C,2009,1120
X11,D,2009,1490
X11,A,2009,1430
X11,H,2009,1300
X11,C,2009,1960
X11,H,2009,1730
X01,C,2008,1765
X01,C,2008,2375
X01,H,2008,2069
X07,H,2008,1875
X07,H,2008,1650
X07,H,2008,1955
X07,H,2008,1920
X07,H,2008,1730
X07,C,2008,1779
X07,H,2008,1750
X17,C,2008,2860
X17,C,2008,2479
X17,C,2008,1800
X17,C,2008,1800
X07,H,2008,1810
X07,H,2008,1830
X07,H,2008,1880
X07,H,2008,1945
X07,H,2008,1850
X17,C,2008,1890
X17,C,2008,1885
X17,H,2008,3550
X17,H,2008,3250
X17,C,2008,3870
X07,C,2008,1150
X17,C,2008,3340
X07,C,2008,1330
X09,H,2008,2150
X09,C,2008,2265
X09,C,2008,1755
X09,C,2008,1819
X09,C,2008,2350
X09,C,2008,2200
X09,H,2008,2720
X09,C,2008,1610
X09,C,2008,1750
X09,H,2008,1850
X09,H,2008,1469
X09,H,2008,2925
X09,C,2008,1800
X09,C,2008,1599
X09,H,2008,2050
X09,C,2008,1570
X09,H,2008,3060
X01,H,2008,1330
X01,C,2008,1510
X01,C,2008,1119
X01,C,2008,1230
X01,C,2008,1112.5
X01,C,2008,1810
X21,H,2008,1034
X21,H,2008,1000
X21,H,2008,1005
X21,H,2008,1060
X21,H,2008,854
X21,H,2008,895
X21,H,2008,1117.5
X24,C,2008,1400
X24,H,2008,1430
X24,C,2008,1485
X01,C,2008,1100
X06,C,2008,3946.17
X06,H,2008,4260
X06,C,2008,3850
X06,H,2008,4462.61
X06,C,2008,3175
X06,C,2008,3724.02
X06,C,2008,4175
X06,C,2008,3830
X06,H,2008,3900
X06,H,2008,4600
X06,H,2008,3790
X06,H,2008,2500
X06,H,2008,3160
X06,C,2008,6150
X06,H,2008,4125
X06,H,2008,2840
X06,C,2008,2840
X06,H,2008,4212.5
X06,H,2008,3700
X06,C,2008,3368.6
X06,C,2008,3672.94
X06,C,2008,1920
X06,C,2008,2740
X06,C,2008,2660
X06,C,2008,3709.67
X06,C,2008,2342.5
X06,C,2008,2195
X06,H,2008,1550
X06,H,2008,1540
X06,C,2008,2070
X22,C,2008,1950
X22,C,2008,2199.9
X22,C,2008,1910
X22,C,2008,1598.95
X22,C,2008,1876.87
X07,H,2008,1790
X07,H,2008,1930
X07,E,2008,1900
X07,H,2008,1760
X07,H,2008,1880
X07,H,2008,2130
X06,C,2008,2173
X07,H,2008,1865
X07,H,2008,2267.5
X07,H,2008,1840
X07,H,2008,1760
X07,H,2008,2250
X07,H,2008,1859
X16,G,2008,2845
X16,H,2008,3150
X16,H,2008,2500
X16,H,2008,2910
X16,C,2008,3500
X16,H,2008,2795
X16,H,2008,2900
X16,C,2008,3500
X16,H,2008,3410
X16,H,2008,2875
X16,H,2008,2710
X16,C,2008,3015
X05,C,2008,2351.28
X05,H,2008,2140
X05,C,2008,2320
X05,C,2008,2400
X05,C,2008,2641.32
X05,C,2008,2450
X05,C,2008,2276.8
X05,H,2008,2570
X05,H,2008,2979
X05,C,2008,2470
X05,C,2008,2127
X05,C,2008,2505.8
X05,C,2008,1820
X05,H,2008,2267
X05,H,2008,2500
X05,H,2008,2500
X05,H,2008,3397.5
X05,H,2008,2059.5
X05,C,2008,2560
X05,C,2008,2303.48
X05,H,2008,2075
X10,C,2008,1410
X10,H,2008,1880
X10,H,2008,1925
X10,C,2008,1460
X10,C,2008,1590
X10,C,2008,1550
X10,H,2008,1730
X10,C,2008,1700
X10,H,2008,1820
X10,H,2008,1630
X10,C,2008,1935
X10,H,2008,1890
X10,H,2008,1905
X10,H,2008,1750
X10,C,2008,1792
X10,H,2008,1870
X10,C,2008,1930
X10,C,2008,1539
X08,C,2008,1280
X08,C,2008,1440
X08,C,2008,1350
X08,C,2008,1150
X08,C,2008,1199.16
X08,C,2008,1420
X23,C,2008,1920
X08,A,2008,1400
X16,H,2008,2900
X16,A,2008,3725
X05,C,2008,1960
X05,H,2008,1719
X05,C,2008,1780
X05,H,2008,1650
X05,H,2008,1460
X05,H,2008,1460
X05,H,2008,1794
X05,H,2008,1729
X05,C,2008,3000
X05,C,2008,2850
X05,C,2008,2900
X05,C,2008,3050
X05,C,2008,3289
X05,H,2008,1600
X05,E,2008,1700
X05,H,2008,2230
X05,H,2008,1700
X05,H,2008,2000
X05,H,2008,3450
X23,C,2008,2455
X23,C,2008,2175
X23,C,2008,3240
X23,C,2008,1625
X23,H,2008,1500
X23,C,2008,2900
X05,H,2008,2050
X09,C,2008,1740
X09,E,2008,1830
X09,C,2008,1500
X09,C,2008,1450
X09,C,2008,2150
X09,C,2008,1405
X09,H,2008,2400
X01,H,2008,1410
X01,C,2008,1470
X01,C,2008,1350
X01,C,2008,1450
X01,C,2008,1426
X09,C,2008,1350
X09,H,2008,1700
X09,H,2008,2998
X09,H,2008,1850
X09,H,2008,1730
X01,D,2008,1784
X09,H,2008,1760
X01,C,2008,980
X01,C,2008,1090.08
X01,C,2008,1357.5
X01,C,2008,1550
X01,C,2008,1805
X01,E,2008,1749
X01,C,2008,1400
X01,C,2008,1450
X01,E,2008,1799
X01,E,2008,1685
X01,C,2008,1400
X01,C,2008,1455
X01,C,2008,1420
X01,C,2008,1410
X01,C,2008,1530
X12,C,2008,725
X12,C,2008,520
X12,B,2008,1180
X12,H,2008,870
X01,C,2008,1415
X01,A,2008,1190
X01,C,2008,1415
X01,E,2008,1655
X01,C,2008,1129
X01,H,2008,2018
X01,C,2008,1630
X01,C,2008,1399.5
X01,C,2008,1740
X01,E,2008,1650
X01,H,2008,2270
X01,C,2008,1350
X01,C,2008,1240
X01,C,2008,1400
X01,C,2008,1365
X01,C,2008,1850
X01,C,2008,1630
X01,C,2008,1668
X01,C,2008,1390
X01,C,2008,1660
X01,C,2008,1360
X01,C,2008,1330
X01,C,2008,1160
X01,C,2008,1375
X01,C,2008,1300
X01,C,2008,1800
X01,C,2008,1390
X01,C,2008,1100
X01,C,2008,1000
X01,A,2008,1185
X01,C,2008,1460
X03,C,2008,899
X03,A,2008,1140
X01,A,2008,1400
X03,C,2008,869
X03,A,2008,1390
X03,H,2008,1062.5
X01,H,2008,1710
