x,y,z,z_group
-0.025,-0.7999999999999998,0.5269629692433712,a
0.17500000000000018,-0.7999999999999998,0.5113888598476894,a
0.37500000000000033,-0.7999999999999998,0.4581195970619322,a
0.5750000000000001,-0.7999999999999998,0.37884618522881763,a
0.7750000000000002,-0.7999999999999998,0.2892034093114205,a
0.975,-0.7999999999999998,0.2037981980478042,a
1.1750000000000003,-0.7999999999999998,0.1325725813183202,a
1.3750000000000004,-0.7999999999999998,0.07960924895338083,a
1.5750000000000002,-0.7999999999999998,0.044129578812081016,a
1.7750000000000004,-0.7999999999999998,0.022581484012249107,a
1.975,-0.7999999999999998,0.010666737758642453,a
-2.025,-0.5999999999999999,0.011555139068217554,a
-1.825,-0.5999999999999999,0.02495639941732793,a
-1.625,-0.5999999999999999,0.0497559611721453,a
-1.4249999999999998,-0.5999999999999999,0.09157243321777625,a
-1.2249999999999999,-0.5999999999999999,0.15557536537249467,a
-1.025,-0.5999999999999999,0.24399074127576856,a
-0.8249999999999998,-0.5999999999999999,0.35323384180229384,a
-0.6249999999999999,-0.5999999999999999,0.47207141588542645,a
-0.42499999999999993,-0.5999999999999999,0.5823841485105657,a
-0.22499999999999995,-0.5999999999999999,0.663235598322174,a
-0.025,-0.5999999999999999,0.6972404146037602,a
0.17500000000000018,-0.5999999999999999,0.6766338461617291,a
0.37500000000000033,-0.5999999999999999,0.6061516964886565,a
0.5750000000000001,-0.5999999999999999,0.5012626819665593,a
0.7750000000000002,-0.5999999999999999,0.38265365268956675,a
0.975,-0.5999999999999999,0.269651471537699,a
1.1750000000000003,-0.5999999999999999,0.17541073464079857,a
1.3750000000000004,-0.5999999999999999,0.10533337062801106,a
1.5750000000000002,-0.5999999999999999,0.05838916133215888,a
1.7750000000000004,-0.5999999999999999,0.02987823470342799,a
1.975,-0.5999999999999999,0.014113478728845245,a
-2.025,-0.3999999999999999,0.014113478728845245,a
-1.825,-0.3999999999999999,0.030481815082071196,a
-1.625,-0.3999999999999999,0.06077206821056857,a
-1.4249999999999998,-0.3999999999999999,0.11184682250362983,a
-1.2249999999999999,-0.3999999999999999,0.19002018036774115,a
-1.025,-0.3999999999999999,0.2980109643597681,a
-0.8249999999999998,-0.3999999999999999,0.4314407886528347,a
-0.6249999999999999,-0.3999999999999999,0.5765893294110364,a
-0.42499999999999993,-0.3999999999999999,0.7113256052995669,a
-0.22499999999999995,-0.3999999999999999,0.8100777891007137,a
-0.025,-0.3999999999999999,0.8516113654977729,a
0.17500000000000018,-0.3999999999999999,0.8264424459664598,a
0.37500000000000033,-0.3999999999999999,0.7403553539547112,a
0.5750000000000001,-0.3999999999999999,0.6122436223167195,a
0.7750000000000002,-0.3999999999999999,0.4673742268151005,a
0.975,-0.3999999999999999,0.32935305107809404,a
1.1750000000000003,-0.3999999999999999,0.214247155101173,a
1.3750000000000004,-0.3999999999999999,0.12865446941136013,a
1.5750000000000002,-0.3999999999999999,0.07131668269775797,a
1.7750000000000004,-0.3999999999999999,0.03649335827572386,a
1.975,-0.3999999999999999,0.017238241846646473,a
-2.025,-0.19999999999999996,0.015912902831605506,a
-1.825,-0.19999999999999996,0.03436815053545999,a
-1.625,-0.19999999999999996,0.06852031557138313,a
-1.4249999999999998,-0.19999999999999996,0.12610694023199992,a
-1.2249999999999999,-0.19999999999999996,0.2142471551011732,a
-1.025,-0.19999999999999996,0.33600642405177206,a
-0.8249999999999998,-0.19999999999999996,0.4864481308489939,a
-0.6249999999999999,-0.19999999999999996,0.650102653565207,a
-0.42499999999999993,-0.19999999999999996,0.8020173804230553,a
-0.22499999999999995,-0.19999999999999996,0.9133601567454361,a
-0.025,-0.19999999999999996,0.9601891333679519,a
0.17500000000000018,-0.19999999999999996,0.9318112558387417,a
0.37500000000000033,-0.19999999999999996,0.834748330633871,a
0.5750000000000001,-0.19999999999999996,0.6903027565616536,a
0.7750000000000002,-0.19999999999999996,0.5269629692433707,a
0.975,-0.19999999999999996,0.3713445281486123,a
1.1750000000000003,-0.19999999999999996,0.24156299283641072,a
1.3750000000000004,-0.19999999999999996,0.14505750920292362,a
1.5750000000000002,-0.19999999999999996,0.08040933520680746,a
1.7750000000000004,-0.19999999999999996,0.04114614655943679,a
1.975,-0.19999999999999996,0.019436063408857736,a
-2.025,0,0.01656232071581157,a
-1.825,0,0.035770741366372656,a
-1.625,0,0.07131668269775804,a
-1.4249999999999998,0,0.13125346209390107,a
-1.2249999999999999,0,0.22299074736936877,a
-1.025,0,0.3497191063509408,a
-0.8249999999999998,0,0.5063004556733816,a
-0.6249999999999999,0,0.6766338461617291,a
-0.42499999999999993,0,0.8347483306338712,a
-0.22499999999999995,0,0.9506350918586984,a
-0.025,0,0.9993751952718163,a
0.17500000000000018,0,0.9698391945907022,a
0.37500000000000033,0,0.8688150562628429,a
0.5750000000000001,0,0.7184745464840744,a
0.7750000000000002,0,0.5484687359889124,a
0.975,0,0.38649938583446425,a
1.1750000000000003,0,0.251421365590295,a
1.3750000000000004,0,0.15097741845591442,a
1.5750000000000002,0,0.08369090242889253,a
1.7750000000000004,0,0.042825352655560874,a
1.975,0,0.020229264203825568,a
-2.025,0.20000000000000018,0.015912902831605506,a
-1.825,0.20000000000000018,0.03436815053545999,a
-1.625,0.20000000000000018,0.06852031557138313,a
-1.4249999999999998,0.20000000000000018,0.12610694023199992,a
-1.2249999999999999,0.20000000000000018,0.2142471551011732,a
-1.025,0.20000000000000018,0.33600642405177206,a
-0.8249999999999998,0.20000000000000018,0.4864481308489939,a
-0.6249999999999999,0.20000000000000018,0.6501026535652069,a
-0.42499999999999993,0.20000000000000018,0.8020173804230551,a
-0.22499999999999995,0.20000000000000018,0.9133601567454361,a
-0.025,0.20000000000000018,0.9601891333679518,a
0.17500000000000018,0.20000000000000018,0.9318112558387416,a
0.37500000000000033,0.20000000000000018,0.834748330633871,a
0.5750000000000001,0.20000000000000018,0.6903027565616535,a
0.7750000000000002,0.20000000000000018,0.5269629692433707,a
0.975,0.20000000000000018,0.37134452814861224,a
1.1750000000000003,0.20000000000000018,0.24156299283641072,a
1.3750000000000004,0.20000000000000018,0.14505750920292362,a
1.5750000000000002,0.20000000000000018,0.08040933520680746,a
1.7750000000000004,0.20000000000000018,0.04114614655943679,a
1.975,0.20000000000000018,0.019436063408857736,a
-2.025,0.40000000000000036,0.014113478728845245,a
-1.825,0.40000000000000036,0.030481815082071182,a
-1.625,0.40000000000000036,0.06077206821056857,a
-1.4249999999999998,0.40000000000000036,0.11184682250362983,a
-1.2249999999999999,0.40000000000000036,0.19002018036774107,a
-1.025,0.40000000000000036,0.298010964359768,a
-0.8249999999999998,0.40000000000000036,0.43144078865283453,a
-0.6249999999999999,0.40000000000000036,0.5765893294110361,a
-0.42499999999999993,0.40000000000000036,0.7113256052995666,a
-0.22499999999999995,0.40000000000000036,0.8100777891007135,a
-0.025,0.40000000000000036,0.8516113654977726,a
0.17500000000000018,0.40000000000000036,0.8264424459664594,a
0.37500000000000033,0.40000000000000036,0.7403553539547109,a
0.5750000000000001,0.40000000000000036,0.6122436223167192,a
0.7750000000000002,0.40000000000000036,0.4673742268151003,a
0.975,0.40000000000000036,0.3293530510780939,a
1.1750000000000003,0.40000000000000036,0.21424715510117293,a
1.3750000000000004,0.40000000000000036,0.12865446941136008,a
1.5750000000000002,0.40000000000000036,0.07131668269775797,a
1.7750000000000004,0.40000000000000036,0.03649335827572384,a
1.975,0.40000000000000036,0.01723824184664646,a
-2.025,0.6000000000000001,0.011555139068217543,a
-1.825,0.6000000000000001,0.02495639941732793,a
-1.625,0.6000000000000001,0.04975596117214528,a
-1.4249999999999998,0.6000000000000001,0.09157243321777621,a
-1.2249999999999999,0.6000000000000001,0.1555753653724946,a
-1.025,0.6000000000000001,0.2439907412757685,a
-0.8249999999999998,0.6000000000000001,0.35323384180229367,a
-0.6249999999999999,0.6000000000000001,0.4720714158854263,a
-0.42499999999999993,0.6000000000000001,0.5823841485105655,a
-0.22499999999999995,0.6000000000000001,0.6632355983221738,a
-0.025,0.6000000000000001,0.69724041460376,a
0.17500000000000018,0.6000000000000001,0.6766338461617288,a
0.37500000000000033,0.6000000000000001,0.6061516964886564,a
0.5750000000000001,0.6000000000000001,0.5012626819665592,a
0.7750000000000002,0.6000000000000001,0.38265365268956664,a
0.975,0.6000000000000001,0.2696514715376989,a
1.1750000000000003,0.6000000000000001,0.17541073464079854,a
1.3750000000000004,0.6000000000000001,0.10533337062801106,a
1.5750000000000002,0.6000000000000001,0.05838916133215885,a
1.7750000000000004,0.6000000000000001,0.02987823470342799,a
1.975,0.6000000000000001,0.014113478728845245,a
-2.025,0.8000000000000003,0.008733186238018678,a
-1.825,0.8000000000000003,0.018861640924891575,a
-1.625,0.8000000000000003,0.03760474649440975,a
-1.4249999999999998,0.8000000000000003,0.06920895619153544,a
-1.2249999999999999,0.8000000000000003,0.11758133171956547,a
-1.025,0.8000000000000003,0.18440423532195618,a
-0.8249999999999998,0.8000000000000003,0.26696839456611726,a
-0.6249999999999999,0.8000000000000003,0.35678390093218915,a
-0.42499999999999993,0.8000000000000003,0.440156470725822,a
-0.22499999999999995,0.8000000000000003,0.501262681966559,a
-0.025,0.8000000000000003,0.5269629692433707,a
0.17500000000000018,0.8000000000000003,0.511388859847689,a
0.37500000000000033,0.8000000000000003,0.4581195970619319,a
0.5750000000000001,0.8000000000000003,0.37884618522881736,a
0.7750000000000002,0.8000000000000003,0.2892034093114203,a
0.975,0.8000000000000003,0.20379819804780405,a
1.1750000000000003,0.8000000000000003,0.1325725813183201,a
1.3750000000000004,0.8000000000000003,0.07960924895338076,a
1.5750000000000002,0.8000000000000003,0.04412957881208098,a
1.7750000000000004,0.8000000000000003,0.02258148401224909,a
1.975,0.8000000000000003,0.010666737758642453,a
-2.025,1,0.006092937289434964,a
-1.825,1,0.013159320344149373,a
-1.625,1,0.026235941377052294,a
-1.4249999999999998,1,0.04828545028692141,a
-1.2249999999999999,1,0.08203371152864568,a
-1.025,1,0.12865446941136027,a
-0.8249999999999998,1,0.18625752869797021,a
-0.6249999999999999,1,0.2489196812036605,a
-0.42499999999999993,1,0.3070867493923829,a
-0.22499999999999995,1,0.3497191063509408,a
-0.025,1,0.3676495883571968,a
0.17500000000000018,1,0.3567839009321892,a
0.37500000000000033,1,0.3196191973793099,a
0.5750000000000001,1,0.26431201465646675,a
0.7750000000000002,1,0.20177037209560844,a
0.975,1,0.14218517807388836,a
1.1750000000000003,1,0.09249275147191861,a
1.3750000000000004,1,0.0555414883310688,a
1.5750000000000002,1,0.03078816241667469,a
1.7750000000000004,1,0.01575456680289767,a
1.975,1,0.007441930410612816,a
-2.025,1.2000000000000002,0.003924073525771709,a
-1.825,1.2000000000000002,0.008475081578332523,a
-1.625,1.2000000000000002,0.016896901788223857,a
-1.4249999999999998,1.2000000000000002,0.031097588593176795,a
-1.2249999999999999,1.2000000000000002,0.052832697981075774,a
-1.025,1.2000000000000002,0.08285816403604292,a
-0.8249999999999998,1.2000000000000002,0.11995663218243119,a
-0.6249999999999999,1.2000000000000002,0.16031334061956196,a
-0.42499999999999993,1.2000000000000002,0.19777505104072574,a
-0.22499999999999995,1.2000000000000002,0.22523184163865428,a
-0.025,1.2000000000000002,0.23677972509825906,a
0.17500000000000018,1.2000000000000002,0.2297818266564491,a
0.37500000000000033,1.2000000000000002,0.20584640398963683,a
0.5750000000000001,1.2000000000000002,0.1702265639686256,a
0.7750000000000002,1.2000000000000002,0.12994746832506934,a
0.975,1.2000000000000002,0.09157243321777617,a
1.1750000000000003,1.2000000000000002,0.059568700634106894,a
1.3750000000000004,1.2000000000000002,0.035770741366372594,a
1.5750000000000002,1.2000000000000002,0.01982869793456164,a
1.7750000000000004,1.2000000000000002,0.01014651481945349,a
1.975,1.2000000000000002,0.004792874227600864,a
-2.025,1.4000000000000004,0.0023329423428171277,a
-1.825,1.4000000000000004,0.005038610144042349,a
-1.625,1.4000000000000004,0.0100455553101334,a
-1.4249999999999998,1.4000000000000004,0.018488155410967124,a
-1.2249999999999999,1.4000000000000004,0.03141012455445292,a
-1.025,1.4000000000000004,0.04926088108651246,a
-0.8249999999999998,1.4000000000000004,0.07131668269775797,a
-0.6249999999999999,1.4000000000000004,0.09530957511207434,a
-0.42499999999999993,1.4000000000000004,0.11758133171956536,a
-0.22499999999999995,1.4000000000000004,0.13390495791134868,a
-0.025,1.4000000000000004,0.14077041191364886,a
0.17500000000000018,1.4000000000000004,0.13661001749738425,a
0.37500000000000033,1.4000000000000004,0.1223799168976128,a
0.5750000000000001,1.4000000000000004,0.10120319008971053,a
0.7750000000000002,1.4000000000000004,0.07725644007595962,a
0.975,1.4000000000000004,0.05444169317559629,a
1.1750000000000003,1.4000000000000004,0.03541481654286166,a
1.3750000000000004,1.4000000000000004,0.021266440758435912,a
1.5750000000000002,1.4000000000000004,0.011788568361591041,a
1.7750000000000004,1.4000000000000004,0.006032311550449178,a
1.975,1.4000000000000004,0.0028494622121454866,a
-2.025,1.6,0.0012803459040744995,a
-1.825,1.6,0.0027652478767918433,a
-1.625,1.6,0.005513117645227348,a
-1.4249999999999998,1.6,0.010146514819453499,a
-1.2249999999999999,1.6,0.017238241846646473,a
-1.025,1.6,0.027034944744522196,a
-0.8249999999999998,1.6,0.039139425312155134,a
-0.6249999999999999,1.6,0.05230700385268404,a
-0.42499999999999993,1.6,0.06453000303512914,a
-0.22499999999999995,1.6,0.07348859903242905,a
-0.025,1.6,0.07725644007595972,a
0.17500000000000018,1.6,0.07497316720957306,a
0.37500000000000033,1.6,0.06716352241762989,a
0.5750000000000001,1.6,0.055541488331068846,a
0.7750000000000002,1.6,0.04239923327688755,a
0.975,1.6,0.029878234703428003,a
1.1750000000000003,1.6,0.01943606340885772,a
1.3750000000000004,1.6,0.011671270146533906,a
1.5750000000000002,1.6,0.006469703489731058,a
1.7750000000000004,1.6,0.003310602771430908,a
1.975,1.6,0.0015638180186356703,a
-2.025,1.8000000000000003,6.486449911098243e-4,a
-1.825,1.8000000000000003,0.001400921562485614,a
-1.625,1.8000000000000003,0.002793039079982739,a
-1.4249999999999998,1.8000000000000003,0.005140396820824412,a
-1.2249999999999999,1.8000000000000003,0.008733186238018678,a
-1.025,1.8000000000000003,0.01369636239523973,a
-0.8249999999999998,1.8000000000000003,0.01982869793456165,a
-0.6249999999999999,1.8000000000000003,0.02649961697150208,a
-0.42499999999999993,1.8000000000000003,0.03269199605499947,a
-0.22499999999999995,1.8000000000000003,0.03723057301496996,a
-0.025,1.8000000000000003,0.0391394253121551,a
0.17500000000000018,1.8000000000000003,0.03798268047983633,a
0.37500000000000033,1.8000000000000003,0.03402618172389849,a
0.5750000000000001,1.8000000000000003,0.028138261769794573,a
0.7750000000000002,1.8000000000000003,0.021480172041343778,a
0.975,1.8000000000000003,0.015136821402643877,a
1.1750000000000003,1.8000000000000003,0.009846639987622375,a
1.3750000000000004,1.8000000000000003,0.005912863778723303,a
1.5750000000000002,1.8000000000000003,0.003277661723464706,a
1.7750000000000004,1.8000000000000003,0.0016772076189795126,a
1.975,1.8000000000000003,7.922567812083176e-4,a
-2.025,2,3.033494853902059e-4,a
-1.825,2,6.551639816487877e-4,a
-1.625,2,0.0013062106070345731,a
-1.4249999999999998,2,0.002403991014608052,a
-1.2249999999999999,2,0.00408421800434631,a
-1.025,2,0.006405328864414654,a
-0.8249999999999998,2,0.00927321631531522,a
-0.6249999999999999,2,0.012392981186193544,a
-0.42499999999999993,2,0.015288948986863669,a
-0.22499999999999995,2,0.017411489057442563,a
-0.025,2,0.018304195190956787,a
0.17500000000000018,2,0.01776322446826411,a
0.37500000000000033,2,0.015912902831605506,a
0.5750000000000001,2,0.01315932034414936,a
0.7750000000000002,2,0.0100455553101334,a
0.975,2,0.007078983181661592,a
1.1750000000000003,2,0.004604942941064263,a
1.3750000000000004,2,0.002765247876791838,a
1.5750000000000002,2,0.001532852347159882,a
1.7750000000000004,2,7.84373694521946e-4,a
1.975,2,3.7051189814206605e-4,a
-1.95,-1.95,-9.710130719313841e-4,b
-1.75,-1.95,-0.0018264442919865135,b
-1.55,-1.95,-0.0031299286535938125,b
-1.3499999999999999,-1.95,-0.0048688602336212404,b
-1.15,-1.95,-0.006838149959942908,b
-0.95,-1.95,-0.008597418507007648,b
-0.7499999999999998,-1.95,-0.009535991381437304,b
-0.5499999999999998,-1.95,-0.009069510361099124,b
-0.3499999999999999,-1.95,-0.006909747905022472,b
-0.14999999999999997,-1.95,-0.0032727653296564154,b
0.05,-1.95,0.001112959858302861,b
0.25000000000000017,-1.95,0.00524073060926293,b
0.45000000000000034,-1.95,0.008200930166404793,b
0.6500000000000001,-1.95,0.009506467561236246,b
0.8500000000000003,-1.95,0.009209507270970732,b
1.05,-1.95,0.007779915237060425,b
1.2500000000000002,-1.95,0.005846825300698074,b
1.4500000000000004,-1.95,0.003952383582064679,b
1.6500000000000001,-1.95,0.0024194265926207902,b
1.8500000000000003,-1.95,0.0013470821973155008,b
2.05,-1.95,6.842684771848303e-4,b
-1.95,-1.75,-0.002035180782499258,b
-1.75,-1.75,-0.003828109456820049,b
-1.55,-1.75,-0.006560128622900801,b
-1.3499999999999999,-1.75,-0.01020481707875608,b
-1.15,-1.75,-0.01433232135448256,b
-0.95,-1.75,-0.018019634781808454,b
-0.7499999999999998,-1.75,-0.019986823002266618,b
-0.5499999999999998,-1.75,-0.019009108864902258,b
-0.3499999999999999,-1.75,-0.01448238603033963,b
-0.14999999999999997,-1.75,-0.006859505085032736,b
0.05,-1.75,0.0023326920932235816,b
0.25000000000000017,-1.75,0.010984233405851862,b
0.45000000000000034,-1.75,0.01718862078765598,b
0.6500000000000001,-1.75,0.019924942978983666,b
0.8500000000000003,-1.75,0.01930253336022163,b
1.05,-1.75,0.016306200645110777,b
1.2500000000000002,-1.75,0.012254568794777276,b
1.4500000000000004,-1.75,0.008283941116553813,b
1.6500000000000001,-1.75,0.005070962120186004,b
1.8500000000000003,-1.75,0.002823397418296664,b
2.05,-1.75,0.0014341826027806617,b
-1.95,-1.55,-0.003937652177101893,b
-1.75,-1.55,-0.007406596832307356,b
-1.55,-1.55,-0.012692486572279817,b
-1.3499999999999999,-1.55,-0.0197442018579522,b
-1.15,-1.55,-0.02773006549083939,b
-0.95,-1.55,-0.034864251244567206,b
-0.7499999999999998,-1.55,-0.03867035193383564,b
-0.5499999999999998,-1.55,-0.03677867811562658,b
-0.3499999999999999,-1.55,-0.028020409475352174,b
-0.14999999999999997,-1.55,-0.013271717856313089,b
0.05,-1.55,0.0045132747804892135,b
0.25000000000000017,-1.55,0.021252210592924894,b
0.45000000000000034,-1.55,0.03325641173890019,b
0.6500000000000001,-1.55,0.03855062693913516,b
0.8500000000000003,-1.55,0.03734639357989628,b
1.05,-1.55,0.03154911201138178,b
1.2500000000000002,-1.55,0.02371004576553742,b
1.4500000000000004,-1.55,0.016027705770946112,b
1.6500000000000001,-1.55,0.009811258638178947,b
1.8500000000000003,-1.55,0.005462687681890873,b
2.05,-1.55,0.002774845505992776,b
-1.95,-1.3499999999999999,-0.007032798115230681,b
-1.75,-1.3499999999999999,-0.013228466583572697,b
-1.55,-1.3499999999999999,-0.022669268799871044,b
-1.3499999999999999,-1.3499999999999999,-0.03526390330278965,b
-1.15,-1.3499999999999999,-0.04952696265385557,b
-0.95,-1.3499999999999999,-0.06226889258212314,b
-0.7499999999999998,-1.3499999999999999,-0.06906673468446091,b
-0.5499999999999998,-1.3499999999999999,-0.0656881325466958,b
-0.3499999999999999,-1.3499999999999999,-0.05004552816833253,b
-0.14999999999999997,-1.3499999999999999,-0.02370379813344717,b
0.05,-1.3499999999999999,0.008060882206488844,b
0.25000000000000017,-1.3499999999999999,0.037957264857357696,b
0.45000000000000034,-1.3499999999999999,0.05939722943452365,b
0.6500000000000001,-1.3499999999999999,0.06885290124280453,b
0.8500000000000003,-1.3499999999999999,0.06670209418361264,b
1.05,-1.3499999999999999,0.05634792650836665,b
1.2500000000000002,-1.3499999999999999,0.0423470529320929,b
1.4500000000000004,-1.3499999999999999,0.028626098463664516,b
1.6500000000000001,-1.3499999999999999,0.017523284981816246,b
1.8500000000000003,-1.3499999999999999,0.00975657013504213,b
2.05,-1.3499999999999999,0.004955980713097236,b
-1.95,-1.15,-0.011595123845120583,b
-1.75,-1.15,-0.021810054235082157,b
-1.55,-1.15,-0.03737530566156614,b
-1.3499999999999999,-1.15,-0.058140347463221755,b
-1.15,-1.15,-0.08165615680058255,b
-0.95,-1.15,-0.10266404770308785,b
-0.7499999999999998,-1.15,-0.113871794572073,b
-0.5499999999999998,-1.15,-0.10830142136230675,b
-0.3499999999999999,-1.15,-0.08251112679455223,b
-0.14999999999999997,-1.15,-0.03908095617899634,b
0.05,-1.15,0.013290147954446333,b
0.25000000000000017,-1.15,0.06258094994792408,b
0.45000000000000034,-1.15,0.09792947558935484,b
0.6500000000000001,-1.15,0.1135192428284271,b
0.8500000000000003,-1.15,0.10997316148076541,b
1.05,-1.15,0.09290202499419169,b
1.2500000000000002,-1.15,0.06981848692060577,b
1.4500000000000004,-1.15,0.04719645743419993,b
1.6500000000000001,-1.15,0.028891012682060555,b
1.8500000000000003,-1.15,0.01608586471072158,b
2.05,-1.15,0.008171030818863003,b
-1.95,-0.95,-0.01764733272491044,b
-1.75,-0.95,-0.03319406407175241,b
-1.55,-0.95,-0.05688377834639913,b
